transaction_id,payee_vpa,merchant_code,location,device,transaction_type,amount,timestamp,fraud_flag
TXN000295,sanjana@upi,6022,Kochi,Android,low,31842.4,2025-09-20 21:40:02,0
TXN000296,isha@upi,5813,Lucknow,Android,high,37604.27,2025-09-25 09:57:02,1
TXN000297,arun@upi,6028,Gwalior,Android,low,28129.89,2025-10-02 10:31:02,1
TXN000298,sanjay@upi,6028,Jaipur,Android,high,41878.1,2025-10-03 07:13:02,1
TXN000299,sanjay@upi,6018,Kochi,iOS,low,748.44,2025-10-03 13:20:02,1
TXN000300,tina@upi,6027,Indore,Android,high,42273.63,2025-09-27 08:22:02,1
TXN000301,deepak@upi,5813,Jodhpur,iOS,high,29901.24,2025-09-24 12:49:02,0
TXN000302,nisha@upi,6017,Thane,iOS,low,381.94,2025-09-13 04:15:02,1
TXN000303,vinay@upi,5816,Madurai,iOS,low,16157.16,2025-09-18 11:39:02,0
TXN000304,rohit@upi,5812,Nashik,iOS,low,39069.89,2025-10-02 06:50:02,0
TXN000305,sachin@upi,5815,Bangalore,Android,low,36927.92,2025-09-09 18:10:02,0
TXN000306,rohit@upi,5611,Madurai,Android,high,3672.02,2025-09-28 04:49:02,0
TXN000307,rohit@upi,6022,Nashik,iOS,low,24428.59,2025-09-21 09:41:02,1
TXN000308,sachin@upi,6026,Chennai,Android,high,18686.0,2025-09-09 04:27:02,0
TXN000309,neha@upi,5813,Gwalior,iOS,low,33614.54,2025-10-05 18:18:02,1
TXN000310,arvind@upi,6014,Visakhapatnam,Android,low,3949.31,2025-09-17 18:44:02,0
TXN000311,pradeep@upi,6016,Meerut,Android,low,48416.53,2025-10-05 23:32:02,1
TXN000312,neeraj@upi,7299,Vijayawada,iOS,low,44276.46,2025-09-13 09:44:02,0
TXN000313,shyam@upi,5815,Nashik,Android,high,31207.58,2025-10-04 23:49:02,0
TXN000314,pooja@upi,6019,Delhi,Android,normal,11768.76,2025-09-20 11:43:02,1
TXN000315,neha@upi,6011,Gwalior,Android,high,365.31,2025-09-26 18:34:02,1
TXN000316,nisha@upi,6026,Vijayawada,Android,high,17700.18,2025-09-21 18:46:02,1
TXN000317,amit@upi,6017,Surat,Android,low,23502.65,2025-09-09 07:39:02,1
TXN000318,sanjana@upi,6024,Coimbatore,Android,low,23453.17,2025-09-28 10:23:02,0
TXN000319,kajal@upi,6018,Visakhapatnam,Android,normal,41202.84,2025-09-16 12:23:02,0
TXN000320,neha@upi,6015,Visakhapatnam,iOS,low,35100.2,2025-09-29 19:57:02,0
TXN000321,kiran@upi,6026,Chennai,Android,high,4710.85,2025-09-14 22:55:02,1
TXN000322,rohit@upi,6017,Visakhapatnam,iOS,high,39078.29,2025-09-14 08:58:02,1
TXN000323,vikas@upi,7299,Kanpur,iOS,high,38903.97,2025-09-26 05:28:02,1
TXN000324,siddharth@upi,5816,Pune,Android,low,17831.56,2025-09-10 10:41:02,1
TXN000325,suman@upi,5816,Bhopal,iOS,low,26409.2,2025-09-09 17:24:02,0
TXN000326,anita@upi,5411,Kochi,iOS,high,18005.03,2025-09-29 06:19:02,0
TXN000327,isha@upi,5411,Bangalore,Android,high,45111.94,2025-09-30 15:26:02,1
TXN000328,neha@upi,6012,Gwalior,Android,high,22672.56,2025-09-13 21:15:02,1
TXN000329,manoj@upi,6028,Bhopal,iOS,normal,24758.48,2025-09-27 10:44:02,1
TXN000330,siddharth@upi,6020,Kochi,Android,low,22371.28,2025-09-28 09:52:02,0
TXN000331,shyam@upi,6012,Ahmedabad,Android,low,49504.28,2025-09-16 04:33:02,0
TXN000332,neha@upi,6022,Vadodara,iOS,high,21023.59,2025-10-03 18:17:02,1
TXN000333,suman@upi,6013,Jaipur,iOS,high,16227.33,2025-09-26 03:59:02,1
TXN000334,sanjay@upi,5816,Lucknow,iOS,high,48980.35,2025-09-23 06:01:02,1
TXN000335,priya@upi,6021,Nagpur,Android,low,47821.42,2025-09-25 00:45:02,1
TXN000336,geeta@upi,6020,Nashik,Android,normal,44334.82,2025-09-22 15:54:02,0
TXN000337,sanjana@upi,5816,Thane,Android,low,5205.66,2025-09-14 08:36:02,1
TXN000338,deepak@upi,6012,Nashik,Android,normal,23149.61,2025-10-07 17:58:02,0
TXN000339,isha@upi,5611,Coimbatore,iOS,high,12007.67,2025-10-02 19:06:02,1
TXN000340,isha@upi,5412,Kanpur,iOS,low,12505.7,2025-09-29 03:19:02,0
TXN000341,arvind@upi,5814,Thane,iOS,normal,13198.1,2025-10-02 20:08:02,1
TXN000342,kajal@upi,6028,Coimbatore,Android,low,2342.39,2025-09-13 16:04:02,0
TXN000343,komal@upi,7011,Bangalore,Android,low,28368.82,2025-09-23 05:00:02,1
TXN000344,akshay@upi,6012,Lucknow,iOS,high,22170.8,2025-09-15 01:17:02,0
TXN000345,pooja@upi,5815,Hyderabad,Android,normal,41369.13,2025-09-30 23:30:02,0
TXN000346,arun@upi,6019,Lucknow,Android,high,4812.09,2025-10-04 00:39:02,1
TXN000347,poornima@upi,6021,Jaipur,Android,normal,34333.67,2025-10-07 22:59:02,0
TXN000348,kajal@upi,5411,Kanpur,iOS,normal,29957.02,2025-09-20 11:41:02,1
TXN000349,anurag@upi,6023,Gwalior,Android,normal,39024.92,2025-09-16 10:58:02,1
TXN000350,siddharth@upi,6025,Raipur,iOS,low,8132.6,2025-09-18 17:39:02,0
TXN000351,gautam@upi,6015,Lucknow,iOS,high,12419.43,2025-09-08 12:05:02,0
TXN000352,isha@upi,5814,Gwalior,iOS,normal,5133.16,2025-09-08 02:21:02,1
TXN000353,priya@upi,6022,Raipur,Android,low,33479.16,2025-09-09 11:58:02,1
TXN000354,pradeep@upi,6023,Mumbai,Android,high,17052.94,2025-09-08 18:52:02,1
TXN000355,naveen@upi,5412,Kolkata,Android,high,16099.4,2025-10-05 22:12:02,0
TXN000356,sanjay@upi,6027,Jaipur,Android,high,5694.39,2025-10-02 15:57:02,0
TXN000357,nidhi@upi,7299,Nashik,Android,normal,36224.73,2025-09-17 05:40:02,1
TXN000358,sachin@upi,4112,Vadodara,iOS,high,28621.68,2025-10-06 02:30:02,0
TXN000359,pradeep@upi,6027,Nagpur,Android,normal,33031.6,2025-09-29 09:02:02,0
TXN000360,rohit@upi,6016,Vijayawada,Android,normal,35919.77,2025-09-28 19:25:02,1
TXN000361,neha@upi,5814,Lucknow,iOS,normal,20195.38,2025-10-06 12:25:02,0
TXN000362,neeraj@upi,6027,Gwalior,iOS,normal,2837.95,2025-09-25 10:55:02,0
TXN000363,manish@upi,5412,Patna,Android,low,24550.35,2025-09-23 15:47:02,0
TXN000364,manish@upi,5812,Gwalior,Android,high,23000.35,2025-09-26 00:14:02,0
TXN000365,akshay@upi,6027,Agra,iOS,low,2352.31,2025-10-05 13:52:02,0
TXN000366,isha@upi,6017,Mumbai,iOS,low,37321.52,2025-10-01 07:54:02,1
TXN000367,priya@upi,6018,Kochi,Android,normal,18426.8,2025-10-03 09:44:02,0
TXN000368,raj@upi,5814,Patna,Android,normal,34704.0,2025-09-21 22:30:02,1
TXN000369,suman@upi,5611,Madurai,iOS,low,15051.55,2025-10-04 11:04:02,1
TXN000370,rahul@upi,6017,Visakhapatnam,Android,normal,40058.91,2025-09-12 11:06:02,1
TXN000371,sanjana@upi,6015,Kolkata,Android,high,3069.74,2025-10-01 04:03:02,1
TXN000372,komal@upi,7011,Agra,Android,high,12539.65,2025-09-07 22:02:02,1
TXN000373,neha@upi,6021,Jodhpur,Android,normal,24980.51,2025-09-20 03:13:02,0
TXN000374,amit@upi,5812,Lucknow,Android,normal,49189.0,2025-10-01 17:56:02,1
TXN000375,neha@upi,6018,Indore,iOS,high,30081.4,2025-09-13 00:59:02,1
TXN000376,neha@upi,6019,Mumbai,Android,low,38693.18,2025-10-05 11:41:02,1
TXN000377,ravi@upi,7299,Raipur,iOS,normal,26629.85,2025-09-24 08:27:02,0
TXN000378,neha@upi,5814,Nagpur,Android,high,14843.21,2025-09-21 09:54:02,0
TXN000379,deepak@upi,5413,Mumbai,iOS,normal,4358.81,2025-09-18 06:40:02,1
TXN000380,priya@upi,6024,Kochi,Android,normal,37262.12,2025-09-11 17:52:02,1
TXN000381,neha@upi,5411,Nashik,iOS,normal,36666.89,2025-09-11 08:14:02,0
TXN000382,ravi@upi,6023,Vadodara,Android,high,14139.43,2025-09-15 02:22:02,1
TXN000383,anil@upi,7299,Pune,Android,normal,42031.55,2025-09-11 06:46:02,1
TXN000384,manoj@upi,5413,Agra,Android,low,1086.24,2025-09-22 17:49:02,0
TXN000385,gautam@upi,6026,Ahmedabad,Android,normal,12345.01,2025-09-13 20:55:02,0
TXN000386,isha@upi,6020,Bangalore,Android,high,13427.39,2025-09-13 11:24:02,1
TXN000387,manoj@upi,5813,Vijayawada,Android,high,21980.8,2025-10-08 09:50:02,0
TXN000388,geeta@upi,6023,Indore,Android,high,8279.57,2025-09-18 04:45:02,0
TXN000389,poornima@upi,6019,Nagpur,iOS,low,596.63,2025-09-28 05:06:02,1
TXN000390,ramesh@upi,6020,Vadodara,Android,low,10568.93,2025-09-16 11:47:02,0
TXN000391,naveen@upi,6011,Nashik,Android,low,19426.55,2025-09-23 03:20:02,0
TXN000392,anurag@upi,6022,Aurangabad,iOS,high,46764.55,2025-10-01 16:49:02,1
TXN000393,shyam@upi,6024,Raipur,iOS,normal,42135.88,2025-10-06 04:31:02,0
TXN000394,tina@upi,5411,Hyderabad,iOS,normal,16288.41,2025-09-09 12:07:02,0
TXN000395,isha@upi,6014,Coimbatore,Android,low,31126.4,2025-10-01 16:07:02,1
TXN000396,shreya@upi,6022,Chennai,Android,high,17054.36,2025-10-06 12:21:02,0
TXN000397,naveen@upi,6015,Vijayawada,Android,high,1682.38,2025-09-14 14:30:02,0
TXN000398,raj@upi,6015,Kochi,iOS,high,34387.79,2025-09-22 16:22:02,0
TXN000399,suman@upi,6023,Raipur,iOS,high,859.57,2025-09-09 12:17:02,1
TXN000400,rohit@upi,6016,Bangalore,iOS,low,46624.12,2025-09-30 20:19:02,1
TXN000401,siddharth@upi,4112,Hyderabad,iOS,low,35684.24,2025-10-04 07:23:02,1
TXN000402,neeraj@upi,6026,Visakhapatnam,iOS,low,8987.19,2025-10-02 14:41:02,0
TXN000403,shreya@upi,6021,Vijayawada,Android,high,809.46,2025-09-28 14:38:02,0
TXN000404,kiran@upi,7011,Visakhapatnam,iOS,high,46379.67,2025-10-04 09:07:02,1
TXN000405,siddharth@upi,4112,Indore,Android,high,17020.57,2025-09-17 08:39:02,0
TXN000406,anita@upi,6012,Thane,iOS,low,16467.33,2025-09-23 20:59:02,1
TXN000407,kavita@upi,6016,Ahmedabad,iOS,low,45186.57,2025-09-22 08:44:02,1
TXN000408,isha@upi,5812,Surat,Android,high,26116.78,2025-10-02 12:40:02,0
TXN000409,nisha@upi,5411,Kochi,Android,high,16324.07,2025-10-03 16:58:02,1
TXN000410,suman@upi,6026,Vijayawada,Android,normal,13643.0,2025-09-09 19:36:02,0
TXN000411,pallavi@upi,5813,Mumbai,iOS,low,27047.55,2025-10-06 20:22:02,1
TXN000412,sachin@upi,6024,Surat,Android,normal,35108.23,2025-09-15 08:07:02,0
TXN000413,neha@upi,6025,Coimbatore,Android,high,8640.26,2025-09-18 19:46:02,0
TXN000414,pallavi@upi,5816,Gwalior,Android,low,42403.64,2025-09-19 09:49:02,1
TXN000415,manoj@upi,6017,Meerut,Android,high,35305.39,2025-10-02 10:57:02,1
TXN000416,isha@upi,6014,Bangalore,Android,high,34697.31,2025-09-08 05:21:02,0
TXN000417,nisha@upi,7299,Ahmedabad,iOS,low,2917.0,2025-09-16 23:31:02,1
TXN000418,shreya@upi,6011,Agra,iOS,low,8257.63,2025-09-25 10:26:02,1
TXN000419,kiran@upi,5413,Lucknow,Android,normal,19279.62,2025-10-08 09:33:02,0
TXN000420,rahul@upi,5815,Gwalior,Android,normal,49644.98,2025-10-01 19:49:02,1
TXN000421,deepak@upi,6012,Agra,Android,high,32299.55,2025-10-03 12:03:02,1
TXN000422,akshay@upi,5411,Jaipur,iOS,high,45864.09,2025-10-02 12:14:02,0
TXN000423,rohit@upi,7011,Ahmedabad,iOS,normal,25874.98,2025-09-17 00:01:02,0
TXN000424,arun@upi,6025,Ahmedabad,iOS,low,28639.54,2025-09-11 02:25:02,1
TXN000425,naveen@upi,4112,Jaipur,Android,low,20706.27,2025-09-24 13:00:02,0
TXN000426,isha@upi,4112,Kolkata,Android,high,44330.67,2025-09-10 10:20:02,1
TXN000427,neha@upi,6022,Indore,iOS,low,44414.15,2025-10-02 16:14:02,0
TXN000428,kavita@upi,6017,Kolkata,iOS,low,33425.4,2025-09-19 14:03:02,0
TXN000429,priya@upi,5412,Aurangabad,iOS,high,4158.76,2025-09-15 05:46:02,1
TXN000430,akshay@upi,4111,Mumbai,iOS,low,37551.17,2025-09-16 05:58:02,1
TXN000431,shyam@upi,6018,Nashik,iOS,high,35366.37,2025-10-02 22:18:02,1
TXN000432,anita@upi,5815,Madurai,Android,low,39443.49,2025-09-12 13:10:02,0
TXN000433,rahul@upi,6016,Indore,Android,high,5378.92,2025-09-24 20:39:02,0
TXN000434,manoj@upi,6021,Madurai,iOS,high,15085.21,2025-09-16 21:16:02,0
TXN000435,anurag@upi,6024,Visakhapatnam,Android,high,1194.76,2025-10-03 02:10:02,0
TXN000436,sanjay@upi,5412,Chennai,iOS,normal,12690.18,2025-09-28 00:53:02,1
TXN000437,isha@upi,4112,Meerut,Android,high,1262.71,2025-09-23 03:04:02,0
TXN000438,vijay@upi,6019,Indore,iOS,high,26728.14,2025-09-19 01:17:02,1
TXN000439,naveen@upi,5812,Gwalior,Android,low,26822.98,2025-09-24 06:09:02,1
TXN000440,arun@upi,6012,Madurai,Android,normal,3047.45,2025-09-19 19:05:02,1
TXN000441,anita@upi,6023,Bhopal,Android,high,6758.59,2025-09-11 11:05:02,0
TXN000442,naveen@upi,5812,Meerut,iOS,normal,48405.29,2025-09-29 16:50:02,0
TXN000443,akshay@upi,5815,Indore,iOS,low,13016.78,2025-09-15 21:30:02,1
TXN000444,rohan@upi,5412,Bangalore,Android,normal,21568.35,2025-09-29 18:56:02,1
TXN000445,isha@upi,6015,Bhopal,iOS,low,42391.95,2025-09-11 13:03:02,0
TXN000446,amit@upi,6012,Thane,iOS,low,15854.97,2025-09-15 22:55:02,0
TXN000447,neeraj@upi,5413,Jaipur,iOS,high,34242.49,2025-09-10 10:41:02,1
TXN000448,manoj@upi,5411,Kanpur,Android,high,4756.94,2025-10-05 14:50:02,1
TXN000449,priya@upi,5412,Agra,Android,low,32224.58,2025-09-19 18:10:02,1
TXN000450,rohan@upi,6021,Patna,Android,low,6553.71,2025-09-18 22:24:02,1
TXN000451,tina@upi,6021,Nagpur,Android,low,7039.05,2025-10-07 21:32:02,0
TXN000452,rohit@upi,6027,Vadodara,Android,high,37091.76,2025-10-05 09:19:02,1
TXN000453,manoj@upi,6018,Kanpur,iOS,low,48786.36,2025-09-29 21:51:02,0
TXN000454,ravi@upi,5611,Madurai,iOS,low,34349.18,2025-10-05 19:06:02,0
TXN000455,rohit@upi,5611,Raipur,iOS,high,37766.85,2025-09-21 20:14:02,1
TXN000456,raj@upi,6026,Raipur,Android,high,31226.38,2025-09-09 15:39:02,0
TXN000457,sanjana@upi,5813,Jodhpur,Android,normal,28300.47,2025-09-17 01:43:02,1
TXN000458,arvind@upi,5412,Ahmedabad,Android,normal,31839.28,2025-09-09 18:58:02,1
TXN000459,anita@upi,6011,Visakhapatnam,iOS,low,9740.67,2025-09-10 12:55:02,1
TXN000460,neha@upi,6024,Bangalore,iOS,high,35430.09,2025-09-11 05:52:02,0
TXN000461,priya@upi,6021,Surat,Android,low,43125.67,2025-09-25 09:56:02,0
TXN000462,kiran@upi,6024,Chennai,iOS,normal,34447.85,2025-09-21 01:46:02,0
TXN000463,siddharth@upi,6020,Bhopal,Android,low,24532.64,2025-09-25 05:09:02,1
TXN000464,vinay@upi,6015,Visakhapatnam,Android,high,11846.09,2025-09-28 08:29:02,0
TXN000465,naveen@upi,6011,Kolkata,Android,normal,30864.02,2025-09-18 02:08:02,1
TXN000466,komal@upi,6024,Pune,iOS,low,25228.58,2025-09-20 15:00:02,0
TXN000467,neha@upi,5413,Ahmedabad,iOS,low,17386.7,2025-09-13 23:14:02,1
TXN000468,neha@upi,6018,Vadodara,Android,high,44015.64,2025-09-14 21:50:02,0
TXN000469,anurag@upi,5812,Bangalore,iOS,low,19941.91,2025-10-04 07:32:02,0
TXN000470,priya@upi,5816,Bangalore,iOS,normal,45492.86,2025-09-28 08:43:02,0
TXN000471,pooja@upi,6012,Mumbai,Android,normal,5240.73,2025-09-13 12:07:02,1
TXN000472,rohan@upi,6013,Lucknow,Android,high,27146.98,2025-09-08 04:57:02,1
TXN000473,shreya@upi,5411,Bangalore,Android,high,14286.47,2025-09-11 23:03:02,1
TXN000474,anurag@upi,5813,Visakhapatnam,Android,low,21730.36,2025-09-26 01:44:02,0
TXN000475,isha@upi,6023,Surat,iOS,high,26596.99,2025-09-08 22:40:02,0
TXN000476,pradeep@upi,6021,Coimbatore,iOS,normal,40540.37,2025-09-09 10:20:02,1
TXN000477,deepak@upi,5815,Bangalore,iOS,normal,12496.48,2025-09-28 01:43:02,1
TXN000478,priya@upi,5815,Nagpur,iOS,normal,41513.84,2025-09-27 06:15:02,1
TXN000479,arun@upi,6020,Hyderabad,iOS,normal,7161.62,2025-09-14 21:37:02,0
TXN000480,isha@upi,6022,Surat,Android,normal,32477.93,2025-09-21 16:46:02,1
TXN000481,rahul@upi,6022,Patna,iOS,low,3788.08,2025-10-05 01:48:02,1
TXN000482,manish@upi,6015,Meerut,iOS,high,16449.3,2025-09-11 03:26:02,1
TXN000483,isha@upi,7011,Jodhpur,iOS,high,28935.43,2025-10-06 13:03:02,0
TXN000484,sanjay@upi,4111,Nashik,Android,normal,19059.54,2025-09-13 18:17:02,1
TXN000485,neha@upi,4111,Hyderabad,Android,high,45079.94,2025-09-25 20:58:02,0
TXN000486,isha@upi,5412,Vadodara,Android,high,19718.89,2025-09-27 17:05:02,1
TXN000487,vikas@upi,5812,Surat,iOS,low,11156.91,2025-09-23 05:01:02,1
TXN000488,sita@upi,6017,Lucknow,iOS,normal,39514.34,2025-09-14 20:10:02,1
TXN000489,arvind@upi,6022,Kochi,iOS,high,1549.98,2025-09-13 17:40:02,0
TXN000490,poornima@upi,6012,Indore,Android,low,12948.35,2025-10-05 22:55:02,1
TXN000491,suman@upi,6017,Madurai,iOS,low,17955.29,2025-10-08 07:26:02,1
TXN000492,suresh@upi,6014,Pune,Android,normal,14295.37,2025-09-18 19:45:02,0
TXN000493,rohan@upi,6024,Agra,iOS,low,31856.51,2025-09-12 20:43:02,0
TXN000494,sachin@upi,6025,Jaipur,Android,normal,7522.78,2025-10-07 01:35:02,0
TXN000495,deepak@upi,6014,Agra,iOS,low,16846.31,2025-09-21 00:15:02,0
TXN000496,anita@upi,5611,Mumbai,iOS,normal,36614.41,2025-10-05 01:47:02,0
TXN000497,suman@upi,5411,Agra,iOS,normal,9312.29,2025-09-29 16:41:02,0
TXN000498,manoj@upi,5411,Lucknow,iOS,normal,43794.92,2025-09-30 11:15:02,0
TXN000499,priya@upi,5813,Ahmedabad,iOS,high,30950.15,2025-09-11 21:40:02,0
TXN000500,shreya@upi,6019,Visakhapatnam,iOS,normal,22621.44,2025-09-22 20:36:02,0
TXN000501,rohit@upi,6012,Delhi,iOS,normal,20132.71,2025-10-02 17:44:02,1
TXN000502,rohan@upi,5814,Bhopal,iOS,high,7758.84,2025-10-04 11:22:02,1
TXN000503,anil@upi,4111,Delhi,iOS,normal,34681.75,2025-10-06 09:53:02,1
TXN000504,arun@upi,5815,Madurai,iOS,high,5614.29,2025-09-29 09:29:02,1
TXN000505,sanjana@upi,6027,Kanpur,iOS,low,23324.56,2025-10-06 20:45:02,1
TXN000506,sanjana@upi,5816,Raipur,Android,high,19790.95,2025-10-07 14:35:02,0
TXN000507,poornima@upi,4112,Madurai,iOS,high,28156.37,2025-10-02 20:35:02,0
TXN000508,neha@upi,6020,Bhopal,Android,high,11027.81,2025-09-20 12:39:02,0
TXN000509,sachin@upi,5412,Indore,Android,normal,12638.06,2025-09-29 02:08:02,1
TXN000510,isha@upi,6013,Madurai,Android,normal,8439.2,2025-10-03 07:48:02,0
TXN000511,deepak@upi,6020,Bangalore,Android,normal,48945.64,2025-09-18 21:25:02,1
TXN000512,gautam@upi,6015,Thane,iOS,normal,32054.13,2025-09-10 17:40:02,1
TXN000513,anita@upi,7299,Chennai,Android,high,32449.13,2025-09-30 06:50:02,0
TXN000514,naveen@upi,4112,Coimbatore,iOS,high,14840.58,2025-09-28 09:56:02,1
TXN000515,deepak@upi,6013,Kochi,iOS,normal,1242.4,2025-09-15 18:18:02,1
TXN000516,neha@upi,5413,Nashik,Android,high,19778.22,2025-09-09 18:27:02,1
TXN000517,neha@upi,6012,Jodhpur,iOS,high,4383.88,2025-09-15 02:39:02,1
TXN000518,shyam@upi,6023,Bangalore,iOS,high,35484.62,2025-09-30 20:34:02,0
TXN000519,siddharth@upi,5813,Meerut,Android,normal,9501.97,2025-10-02 11:15:02,1
TXN000520,shreya@upi,6021,Jaipur,Android,normal,4562.59,2025-09-14 18:06:02,0
TXN000521,deepak@upi,5814,Ahmedabad,Android,low,48007.36,2025-09-26 23:29:02,1
TXN000522,isha@upi,6011,Madurai,Android,normal,1874.1,2025-10-03 21:17:02,0
TXN000523,poornima@upi,6020,Thane,iOS,normal,11804.8,2025-09-19 00:12:02,1
TXN000524,isha@upi,4111,Vijayawada,iOS,high,41054.7,2025-10-07 16:04:02,0
TXN000525,sanjana@upi,6020,Kolkata,iOS,low,13307.51,2025-09-17 14:48:02,1
TXN000526,rohit@upi,5812,Kolkata,Android,normal,41265.35,2025-09-10 04:47:02,1
TXN000527,naveen@upi,5412,Visakhapatnam,iOS,high,32606.52,2025-10-04 23:01:02,0
TXN000528,pradeep@upi,6024,Delhi,iOS,low,993.06,2025-10-08 08:16:02,1
TXN000529,kiran@upi,6017,Lucknow,iOS,low,36702.87,2025-09-21 02:13:02,1
TXN000530,poornima@upi,6011,Meerut,iOS,normal,39372.85,2025-09-09 07:57:02,0
TXN000531,shreya@upi,6022,Vijayawada,Android,normal,32384.37,2025-09-14 10:49:02,1
TXN000532,neha@upi,6021,Vadodara,iOS,high,2814.99,2025-09-17 11:29:02,1
TXN000533,sachin@upi,6026,Surat,Android,normal,22834.56,2025-09-09 19:27:02,0
TXN000534,manish@upi,5815,Meerut,Android,normal,43568.77,2025-10-06 03:28:02,1
TXN000535,sanjana@upi,7011,Madurai,Android,low,8384.37,2025-10-04 13:06:02,0
TXN000536,anita@upi,5611,Jodhpur,iOS,high,34365.51,2025-09-25 19:35:02,0
TXN000537,anita@upi,5813,Thane,iOS,low,2258.86,2025-09-25 23:47:02,1
TXN000538,pradeep@upi,6025,Bangalore,iOS,low,7275.84,2025-09-17 01:48:02,1
TXN000539,kiran@upi,5813,Chennai,iOS,low,39993.51,2025-09-28 02:07:02,1
TXN000540,nidhi@upi,6021,Pune,Android,low,14593.86,2025-09-11 12:51:02,0
TXN000541,akshay@upi,6021,Delhi,Android,low,5533.57,2025-09-22 12:52:02,0
TXN000542,akshay@upi,4111,Kolkata,iOS,low,18161.73,2025-09-12 11:44:02,0
TXN000543,priya@upi,6017,Nashik,iOS,low,28099.54,2025-09-08 20:45:02,0
TXN000544,amit@upi,6011,Jaipur,Android,low,45354.06,2025-10-05 11:37:02,1
TXN000545,gautam@upi,5611,Pune,Android,low,10397.85,2025-09-13 15:25:02,0
TXN000546,shreya@upi,6017,Hyderabad,iOS,high,7225.65,2025-09-30 10:09:02,1
TXN000547,pradeep@upi,6017,Delhi,Android,low,40623.12,2025-10-05 15:02:02,0
TXN000548,rahul@upi,6019,Agra,Android,low,6137.42,2025-09-09 15:48:02,0
TXN000549,vijay@upi,5814,Mumbai,iOS,normal,4467.17,2025-10-03 09:47:02,0
TXN000550,gautam@upi,6024,Madurai,iOS,high,1648.59,2025-10-05 13:22:02,1
TXN000551,sanjay@upi,6027,Chennai,iOS,high,26746.6,2025-10-05 21:27:02,0
TXN000552,nidhi@upi,5412,Agra,iOS,low,49037.61,2025-09-17 13:32:02,0
TXN000553,shreya@upi,5814,Hyderabad,iOS,low,11489.5,2025-10-01 23:10:02,0
TXN000554,pradeep@upi,5816,Madurai,iOS,normal,10977.3,2025-09-23 22:02:02,1
TXN000555,ravi@upi,6018,Patna,iOS,low,45357.14,2025-10-07 00:14:02,1
TXN000556,isha@upi,4111,Thane,iOS,high,46307.95,2025-09-18 02:19:02,0
TXN000557,suman@upi,4111,Bangalore,Android,low,38366.67,2025-09-20 00:24:02,1
TXN000558,gautam@upi,6027,Gwalior,iOS,normal,12651.98,2025-09-15 16:15:02,1
TXN000559,siddharth@upi,4112,Vijayawada,Android,normal,6304.98,2025-09-25 04:30:02,1
TXN000560,arun@upi,4112,Bhopal,Android,low,5045.29,2025-09-12 09:42:02,1
TXN000561,komal@upi,5815,Ahmedabad,Android,low,15276.07,2025-09-21 21:32:02,0
TXN000562,pallavi@upi,5815,Madurai,iOS,low,35560.9,2025-09-17 10:11:02,1
TXN000563,neha@upi,6012,Coimbatore,Android,normal,6696.85,2025-10-04 09:49:02,0
TXN000564,manoj@upi,6020,Surat,Android,normal,44958.51,2025-10-04 07:56:02,1
TXN000565,pallavi@upi,6026,Meerut,iOS,low,28912.38,2025-09-10 17:55:02,0
TXN000566,arvind@upi,5814,Jaipur,iOS,normal,48502.12,2025-09-23 12:30:02,1
TXN000567,suresh@upi,6027,Bhopal,iOS,low,31631.43,2025-09-20 00:11:02,1
TXN000568,siddharth@upi,5816,Gwalior,Android,low,176.14,2025-10-07 03:20:02,1
TXN000569,rahul@upi,6016,Nagpur,Android,low,31711.2,2025-09-13 20:56:02,1
TXN000570,isha@upi,5813,Vadodara,iOS,normal,15642.0,2025-09-16 00:16:02,0
TXN000571,priya@upi,6012,Lucknow,Android,low,819.63,2025-09-19 17:29:02,1
TXN000572,priya@upi,6027,Kochi,Android,high,15890.59,2025-09-17 14:11:02,1
TXN000573,deepak@upi,4112,Mumbai,iOS,high,23130.43,2025-09-13 07:18:02,1
TXN000574,nisha@upi,6017,Indore,Android,low,19300.62,2025-10-02 04:24:02,1
TXN000575,manoj@upi,6015,Ahmedabad,Android,low,2092.48,2025-10-05 22:59:02,0
TXN000576,siddharth@upi,6016,Nagpur,Android,high,35399.08,2025-10-01 02:39:02,0
TXN000577,kiran@upi,5814,Gwalior,Android,high,38012.39,2025-10-06 04:23:02,1
TXN000578,priya@upi,6016,Agra,iOS,low,44113.47,2025-10-04 20:48:02,0
TXN000579,raj@upi,6015,Meerut,Android,high,10524.15,2025-09-19 17:06:02,1
TXN000580,shyam@upi,6018,Jaipur,iOS,low,36261.15,2025-09-22 05:54:02,0
TXN000581,vikas@upi,5413,Delhi,Android,normal,20465.06,2025-09-20 19:35:02,1
TXN000582,sachin@upi,6015,Kanpur,Android,normal,28558.89,2025-10-05 08:33:02,1
TXN000583,manoj@upi,6027,Vadodara,Android,low,29829.56,2025-09-12 13:20:02,1
TXN000584,pallavi@upi,4112,Hyderabad,iOS,low,26718.76,2025-09-13 05:39:02,1
TXN000585,nidhi@upi,5412,Meerut,iOS,low,1614.53,2025-09-09 06:11:02,1
TXN000586,neha@upi,5611,Patna,iOS,low,927.12,2025-09-13 21:22:02,1
TXN000587,deepak@upi,6017,Thane,Android,high,47036.63,2025-10-06 08:07:02,1
TXN000588,poornima@upi,5611,Coimbatore,iOS,low,7431.3,2025-09-19 20:50:02,1
TXN000589,neha@upi,6011,Bangalore,Android,high,46602.94,2025-09-29 14:03:02,1
